-38.380480000000006, 145.23179000000002
-38.37914, 145.23178000000001
-38.3778, 145.23167
-38.37646, 145.23148
-38.37514, 145.23119
-38.373830000000005, 145.23081000000002
-38.372530000000005, 145.23035000000002
-38.37126000000001, 145.22979
-38.370020000000004, 145.22916
-38.3688, 145.22843
-38.367610000000006, 145.22763
-38.366460000000004, 145.22674
-38.36535000000001, 145.22578000000001
-38.364290000000004, 145.22475
-38.363260000000004, 145.22364000000002
-38.36229, 145.22246
-38.36137, 145.22122000000002
-38.3605, 145.21992
-38.359680000000004, 145.21856000000002
-38.35893, 145.21715
-38.358230000000006, 145.21569000000002
-38.357600000000005, 145.21418
-38.35703, 145.21264000000002
-38.35653000000001, 145.21105
-38.356100000000005, 145.20944
-38.355740000000004, 145.20779000000002
-38.35544, 145.20613
-38.35522, 145.20445
-38.355070000000005, 145.20275
-38.354980000000005, 145.20105
-38.354980000000005, 145.19934
-38.35504, 145.19763
-38.355180000000004, 145.19594
-38.355380000000004, 145.19425
-38.35566, 145.19258000000002
-38.356010000000005, 145.19093
-38.35643, 145.18931
-38.356910000000006, 145.18772
-38.357470000000006, 145.18616
-38.35808, 145.18465
-38.358760000000004, 145.18317000000002
-38.35951, 145.18175000000002
-38.360310000000005, 145.18038
-38.361160000000005, 145.17907000000002
-38.362080000000006, 145.17781000000002
-38.363040000000005, 145.17662
-38.364050000000006, 145.1755
-38.36511, 145.17445
-38.36621, 145.17347
-38.36735, 145.17257
-38.36853, 145.17174
-38.36974, 145.17100000000002
-38.37098, 145.17034
-38.372240000000005, 145.16977
-38.37353, 145.16928000000001
-38.374840000000006, 145.16889
-38.376160000000006, 145.16858000000002
-38.377500000000005, 145.16836
-38.378840000000004, 145.16824000000003
-38.38018, 145.1682
-38.38152, 145.16826
-38.38286, 145.16841000000002
-38.384190000000004, 145.16865
-38.385510000000004, 145.16898
-38.386810000000004, 145.16940000000002
-38.3881, 145.16991000000002
-38.38936, 145.17051
-38.39059, 145.17119000000002
-38.39179, 145.17195
-38.39296, 145.17280000000002
-38.394090000000006, 145.17372
-38.39518, 145.17472
-38.39623, 145.17579
-38.39723, 145.17693
-38.39818, 145.17814
-38.39907, 145.17941000000002
-38.39992, 145.18074000000001
-38.4007, 145.18213
-38.401430000000005, 145.18356
-38.40209, 145.18505000000002
-38.40269, 145.18658000000002
-38.403220000000005, 145.18814
-38.403690000000005, 145.18974
-38.404090000000004, 145.19138
-38.40442, 145.19303000000002
-38.404680000000006, 145.19471000000001
-38.40487, 145.1964
-38.40498, 145.1981
-38.405030000000004, 145.19981
-38.405, 145.20151
-38.404900000000005, 145.20322000000002
-38.40473, 145.20491
-38.40449, 145.20659
-38.40417, 145.20825000000002
-38.40379, 145.20989
-38.40334, 145.2115
-38.402820000000006, 145.21307000000002
-38.40223, 145.21461000000002
-38.40158, 145.2161
-38.400870000000005, 145.21755000000002
-38.4001, 145.21895
-38.39927, 145.2203
-38.39838, 145.22158000000002
-38.397450000000006, 145.2228
-38.396460000000005, 145.22396
-38.39542, 145.22505
-38.39434, 145.22606000000002
-38.39322000000001, 145.227
-38.39206, 145.22787000000002
-38.39086, 145.22865000000002
-38.38964, 145.22935
-38.388380000000005, 145.22996
-38.38711, 145.23049
-38.385810000000006, 145.23093
-38.38449000000001, 145.23128
-38.383160000000004, 145.23154000000002
-38.38183, 145.23171000000002
-38.380480000000006, 145.23179000000002
